Speaker	Alibeglo1	Arkhit1	Arkhit2	Arkhit3	Arkhit4	Arkhit5	Arkhit6	Bezhta1	D_Agul	D_Arabic	D_Archi	D_Avar	D_Azerbaijani	D_Bagvalal	D_Bezhta1	D_Bezhta2	D_Botlikh	D_Chechen	D_Gagatli	D_Georgian	D_Hinuq	D_Karata	D_Kumyk	D_Lezgian	D_Persian	D_Russian	D_Rutul	D_Tabasaran	D_Tsez	Darvag1	Darvag2	Darvag3	Darvag4	Darvag5	Darvag6	Dyubek1	Dyubek2	Dyubek3	Dyubek4	Dzhavgat1	Dzhavgat2	Dzhavgat3	Dzhavgat4	Dzhibakhni1	Dzhibakhni2	Dzhibakhni3	Dzhibakhni4	Helmets1	Helmets2	Helmets3	Ikhrek1	Ikhrek2	Ikhrek3	Ikhrek4	Ilisu1	Karata1	Karata2	Karata3	Karata4	Khapil1	Khapil2	Khapil3	Khapil4	Khapil5	Khiv1	Khiv2	Khiv3	Khiv4	Khlut1	Khlut2	Khlut3	Khlut4	Khlut5	Khoredzh1	Khoredzh2	Khoredzh3	Khoredzh4	Khoredzh5	Khoredzh6	Khutkhul1	Khutkhul2	Khutkhul3	Khutkhul4	Kiche1	Kiche2	Kidero1	Kidero2	Kidero3	Kina1	Kina2	Kina3	Kurag1	Kusur1	Laka1	Laka2	Laka3	Laka4	Laka5	Laka6	Meshabash1	Meshabash2	Mikik1	Mikik2	Qax1	Qax2	Qax3	Qax4	Qax5	Qax6	Qax7	Qax8	Qax9	Qum1	Qum2	Rikvani1	Rutul1	Tad-Magitl1	Tad-Magitl2	Tatil1	Tatil2	Tatil3	Tatil4	Tatil5	Tlibisho1	Tlibisho2	Tlibisho3	Tlibisho4	Tpig1	Tsinit1	Tsinit2	Tsinit3	Tsinit4	Tsinit5	Tukita1	Yagdyg1	Yagdyg2	Yagdyg3	Yagdyg4	Yagdyg5	Yagdyg6	Yersi1	Yersi2	Yersi3	Yersi4	Zilo1	Zilo2
Tatil5	0.9671052631578947	0.8486842105263158	0.8421052631578947	0.8355263157894737	0.8552631578947368	0.8486842105263158	0.8486842105263158	0.9868421052631579	0.8881578947368421	1.0	0.9736842105263158	0.9605263157894737	0.9013157894736842	0.9802631578947368	0.993421052631579	0.9868421052631579	0.9868421052631579	0.9605263157894737	0.9605263157894737	1.0	0.9671052631578947	0.9868421052631579	0.8947368421052632	0.881578947368421	1.0	1.0	0.9078947368421053	0.8289473684210527	0.993421052631579	0.8355263157894737	0.8355263157894737	0.8421052631578947	0.8157894736842105	0.8421052631578947	0.8421052631578947	0.8026315789473685	0.8223684210526315	0.8289473684210527	0.8223684210526315	0.9473684210526315	0.9473684210526315	0.9473684210526315	0.9473684210526315	0.9473684210526315	0.9473684210526315	0.9407894736842105	0.9473684210526315	0.9013157894736842	0.9013157894736842	0.9013157894736842	0.9078947368421053	0.9013157894736842	0.8881578947368421	0.9144736842105263	0.8618421052631579	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.8026315789473685	0.8092105263157895	0.8026315789473685	0.7894736842105263	0.7894736842105263	0.8421052631578947	0.8486842105263158	0.8421052631578947	0.8421052631578947	0.875	0.8618421052631579	0.9078947368421053	0.8618421052631579	0.875	0.8421052631578947	0.8618421052631579	0.8486842105263158	0.8552631578947368	0.8421052631578947	0.8552631578947368	0.9078947368421053	0.875	0.881578947368421	0.8881578947368421	0.8881578947368421	0.881578947368421	0.993421052631579	0.993421052631579	0.9868421052631579	0.9013157894736842	0.8947368421052632	0.9013157894736842	0.875	0.9671052631578947	0.8289473684210527	0.8289473684210527	0.8289473684210527	0.8289473684210527	0.8289473684210527	0.8223684210526315	0.9802631578947368	0.9736842105263158	0.8947368421052632	0.9013157894736842	0.8947368421052632	0.8947368421052632	0.8881578947368421	0.993421052631579	0.9736842105263158	0.9736842105263158	0.8881578947368421	0.8947368421052632	0.8881578947368421	0.9078947368421053	0.9210526315789473	0.9802631578947368	0.8881578947368421	0.9736842105263158	0.9736842105263158	0.7828947368421053	0.7960526315789473	0.7960526315789473	0.7828947368421053	0.0	0.9868421052631579	0.993421052631579	0.9802631578947368	0.993421052631579	0.881578947368421	0.8552631578947368	0.8486842105263158	0.8355263157894737	0.8618421052631579	0.8355263157894737	0.9671052631578947	0.8486842105263158	0.8092105263157895	0.8355263157894737	0.8026315789473685	0.8026315789473685	0.8157894736842105	0.8157894736842105	0.8223684210526315	0.8355263157894737	0.8223684210526315	0.9802631578947368	0.9736842105263158
Tlibisho1	0.9605263157894737	0.9802631578947368	0.9868421052631579	0.9802631578947368	0.9736842105263158	0.9802631578947368	0.9671052631578947	0.9342105263157895	0.9671052631578947	1.0	0.9407894736842105	0.8157894736842105	0.9802631578947368	0.8355263157894737	0.9342105263157895	0.9342105263157895	0.9013157894736842	0.9671052631578947	0.9013157894736842	1.0	0.8881578947368421	0.8552631578947368	0.9210526315789473	0.9736842105263158	1.0	1.0	0.9671052631578947	0.9736842105263158	0.9276315789473685	0.9736842105263158	1.0	1.0	0.9802631578947368	0.9868421052631579	0.9868421052631579	0.993421052631579	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9736842105263158	0.9473684210526315	0.9605263157894737	0.9539473684210527	0.9539473684210527	0.9539473684210527	0.9473684210526315	0.9605263157894737	0.9671052631578947	0.9736842105263158	0.9671052631578947	0.9605263157894737	0.9605263157894737	0.9605263157894737	0.9671052631578947	0.9736842105263158	0.8618421052631579	0.868421052631579	0.8618421052631579	0.8881578947368421	0.993421052631579	0.9868421052631579	0.9736842105263158	0.993421052631579	0.993421052631579	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9539473684210527	0.9605263157894737	0.9671052631578947	0.9671052631578947	0.9539473684210527	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9671052631578947	0.9736842105263158	0.9671052631578947	0.9605263157894737	0.9671052631578947	0.9473684210526315	0.9210526315789473	0.9342105263157895	0.9605263157894737	0.9605263157894737	0.9605263157894737	0.9671052631578947	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9868421052631579	0.9736842105263158	0.9736842105263158	0.9605263157894737	0.9671052631578947	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9210526315789473	0.9539473684210527	0.868421052631579	0.881578947368421	0.9868421052631579	0.993421052631579	0.993421052631579	0.9802631578947368	0.9868421052631579	0.0	0.8618421052631579	0.8026315789473685	0.8421052631578947	0.9736842105263158	0.9671052631578947	0.9802631578947368	0.9671052631578947	0.9671052631578947	0.9736842105263158	0.8421052631578947	0.9868421052631579	0.9802631578947368	0.9868421052631579	0.9868421052631579	0.9802631578947368	0.9868421052631579	0.9671052631578947	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9078947368421053	0.9144736842105263
Tlibisho2	0.9736842105263158	0.9868421052631579	0.993421052631579	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9802631578947368	0.9342105263157895	0.9736842105263158	1.0	0.9671052631578947	0.8552631578947368	0.9868421052631579	0.8552631578947368	0.9407894736842105	0.9342105263157895	0.9342105263157895	0.9605263157894737	0.9407894736842105	1.0	0.9013157894736842	0.8947368421052632	0.9473684210526315	0.9802631578947368	1.0	1.0	0.9802631578947368	0.9802631578947368	0.9342105263157895	0.9868421052631579	1.0	1.0	0.9868421052631579	0.993421052631579	0.993421052631579	0.993421052631579	0.993421052631579	0.9868421052631579	0.993421052631579	0.9868421052631579	0.9539473684210527	0.9736842105263158	0.9605263157894737	0.9605263157894737	0.9605263157894737	0.9539473684210527	0.9671052631578947	0.9802631578947368	0.9868421052631579	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.8881578947368421	0.9013157894736842	0.9013157894736842	0.9144736842105263	0.993421052631579	0.993421052631579	0.9802631578947368	0.993421052631579	1.0	0.9868421052631579	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.9736842105263158	0.9802631578947368	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9802631578947368	0.9736842105263158	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.9407894736842105	0.9210526315789473	0.9342105263157895	0.9736842105263158	0.9671052631578947	0.9736842105263158	0.9736842105263158	0.9868421052631579	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.993421052631579	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9539473684210527	0.9671052631578947	0.9013157894736842	0.9013157894736842	0.993421052631579	0.993421052631579	0.993421052631579	0.9868421052631579	0.993421052631579	0.8618421052631579	0.0	0.8355263157894737	0.8618421052631579	0.9802631578947368	0.9802631578947368	0.9868421052631579	0.9802631578947368	0.9802631578947368	0.9868421052631579	0.875	0.993421052631579	0.9868421052631579	0.993421052631579	0.993421052631579	0.9868421052631579	0.9868421052631579	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9407894736842105	0.9473684210526315
Tlibisho3	0.9605263157894737	0.9736842105263158	0.9802631578947368	0.9736842105263158	0.9671052631578947	0.9736842105263158	0.9605263157894737	0.9078947368421053	0.9605263157894737	1.0	0.9276315789473685	0.7697368421052632	0.9736842105263158	0.8223684210526315	0.9144736842105263	0.9078947368421053	0.8881578947368421	0.9407894736842105	0.8947368421052632	1.0	0.881578947368421	0.8421052631578947	0.9013157894736842	0.9736842105263158	1.0	1.0	0.9605263157894737	0.9671052631578947	0.9144736842105263	0.9671052631578947	0.993421052631579	0.993421052631579	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9868421052631579	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9671052631578947	0.9342105263157895	0.9539473684210527	0.9407894736842105	0.9407894736842105	0.9407894736842105	0.9342105263157895	0.9473684210526315	0.9605263157894737	0.9671052631578947	0.9605263157894737	0.9539473684210527	0.9539473684210527	0.9539473684210527	0.9605263157894737	0.9671052631578947	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.875	0.9868421052631579	0.9802631578947368	0.9671052631578947	0.9868421052631579	0.9868421052631579	0.9736842105263158	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9473684210526315	0.9539473684210527	0.9605263157894737	0.9605263157894737	0.9473684210526315	0.9671052631578947	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9605263157894737	0.9671052631578947	0.9605263157894737	0.9539473684210527	0.9605263157894737	0.9276315789473685	0.8947368421052632	0.9144736842105263	0.9539473684210527	0.9539473684210527	0.9539473684210527	0.9605263157894737	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9802631578947368	0.9671052631578947	0.9736842105263158	0.9605263157894737	0.9605263157894737	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9144736842105263	0.9473684210526315	0.8618421052631579	0.868421052631579	0.9802631578947368	0.9868421052631579	0.9868421052631579	0.9736842105263158	0.9802631578947368	0.8026315789473685	0.8355263157894737	0.0	0.8026315789473685	0.9671052631578947	0.9605263157894737	0.9736842105263158	0.9605263157894737	0.9605263157894737	0.9671052631578947	0.8223684210526315	0.9868421052631579	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9802631578947368	0.9605263157894737	0.9671052631578947	0.9671052631578947	0.9605263157894737	0.9013157894736842	0.9013157894736842
Tlibisho4	0.9736842105263158	0.993421052631579	0.993421052631579	0.993421052631579	0.9802631578947368	0.993421052631579	0.9802631578947368	0.9078947368421053	0.9802631578947368	1.0	0.9539473684210527	0.8092105263157895	0.9802631578947368	0.8421052631578947	0.9144736842105263	0.9078947368421053	0.9078947368421053	0.9539473684210527	0.9144736842105263	1.0	0.881578947368421	0.875	0.9342105263157895	0.9802631578947368	1.0	1.0	0.9736842105263158	0.9868421052631579	0.9210526315789473	0.9736842105263158	1.0	1.0	0.9868421052631579	0.9868421052631579	0.9868421052631579	1.0	0.993421052631579	0.993421052631579	0.993421052631579	0.9868421052631579	0.9539473684210527	0.9802631578947368	0.9671052631578947	0.9605263157894737	0.9605263157894737	0.9539473684210527	0.9605263157894737	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9736842105263158	0.9736842105263158	0.8881578947368421	0.8881578947368421	0.8881578947368421	0.9013157894736842	1.0	0.993421052631579	0.9868421052631579	1.0	0.993421052631579	0.993421052631579	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9671052631578947	0.9671052631578947	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9868421052631579	0.993421052631579	0.9868421052631579	0.993421052631579	0.993421052631579	0.9868421052631579	0.9868421052631579	0.9802631578947368	0.9868421052631579	0.9802631578947368	0.9671052631578947	0.9671052631578947	0.9276315789473685	0.9144736842105263	0.9342105263157895	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9802631578947368	0.9736842105263158	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.9868421052631579	0.993421052631579	0.9868421052631579	0.9868421052631579	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.9868421052631579	0.9868421052631579	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9407894736842105	0.9671052631578947	0.8947368421052632	0.8947368421052632	0.993421052631579	1.0	1.0	0.9868421052631579	0.993421052631579	0.8421052631578947	0.8618421052631579	0.8026315789473685	0.0	0.9868421052631579	0.9736842105263158	0.9868421052631579	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.8486842105263158	0.993421052631579	0.9868421052631579	0.993421052631579	0.993421052631579	0.993421052631579	1.0	0.9736842105263158	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.9144736842105263	0.9276315789473685
Tpig1	0.9539473684210527	0.8421052631578947	0.8618421052631579	0.8355263157894737	0.8486842105263158	0.8421052631578947	0.8486842105263158	0.9736842105263158	0.8421052631578947	1.0	0.9671052631578947	0.9605263157894737	0.9276315789473685	0.9736842105263158	0.9802631578947368	0.9736842105263158	0.993421052631579	0.9473684210526315	0.9736842105263158	1.0	0.9605263157894737	0.9736842105263158	0.8881578947368421	0.8947368421052632	1.0	1.0	0.881578947368421	0.8486842105263158	0.9802631578947368	0.875	0.881578947368421	0.881578947368421	0.875	0.8881578947368421	0.8881578947368421	0.868421052631579	0.868421052631579	0.875	0.868421052631579	0.9342105263157895	0.9210526315789473	0.9210526315789473	0.9210526315789473	0.9276315789473685	0.9342105263157895	0.9210526315789473	0.9342105263157895	0.8947368421052632	0.9013157894736842	0.9013157894736842	0.8947368421052632	0.875	0.881578947368421	0.9013157894736842	0.8947368421052632	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9736842105263158	0.875	0.868421052631579	0.8618421052631579	0.875	0.875	0.8486842105263158	0.8486842105263158	0.8486842105263158	0.8486842105263158	0.868421052631579	0.8552631578947368	0.9078947368421053	0.875	0.875	0.8421052631578947	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.8486842105263158	0.868421052631579	0.868421052631579	0.8289473684210527	0.8355263157894737	0.8289473684210527	0.881578947368421	0.881578947368421	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.881578947368421	0.875	0.875	0.8355263157894737	0.9539473684210527	0.8421052631578947	0.8421052631578947	0.8421052631578947	0.8486842105263158	0.8552631578947368	0.8421052631578947	0.9802631578947368	0.9671052631578947	0.8881578947368421	0.9013157894736842	0.9276315789473685	0.9144736842105263	0.9078947368421053	0.9802631578947368	0.9736842105263158	0.9736842105263158	0.9013157894736842	0.9210526315789473	0.9144736842105263	0.8881578947368421	0.9210526315789473	0.9868421052631579	0.875	0.9736842105263158	0.9671052631578947	0.868421052631579	0.868421052631579	0.868421052631579	0.875	0.881578947368421	0.9736842105263158	0.9802631578947368	0.9671052631578947	0.9868421052631579	0.0	0.8486842105263158	0.8552631578947368	0.8355263157894737	0.8486842105263158	0.8421052631578947	0.9671052631578947	0.8881578947368421	0.8618421052631579	0.868421052631579	0.8552631578947368	0.8486842105263158	0.868421052631579	0.881578947368421	0.9013157894736842	0.875	0.868421052631579	0.9802631578947368	0.9736842105263158
Tsinit1	0.9407894736842105	0.7828947368421053	0.7828947368421053	0.7697368421052632	0.7697368421052632	0.7828947368421053	0.7697368421052632	0.9671052631578947	0.8552631578947368	1.0	0.9605263157894737	0.9407894736842105	0.875	0.9605263157894737	0.9671052631578947	0.9671052631578947	0.9868421052631579	0.9539473684210527	0.9605263157894737	1.0	0.9605263157894737	0.9736842105263158	0.8552631578947368	0.8157894736842105	1.0	1.0	0.8486842105263158	0.7960526315789473	0.9802631578947368	0.8223684210526315	0.8289473684210527	0.8289473684210527	0.8223684210526315	0.8486842105263158	0.8486842105263158	0.8486842105263158	0.8486842105263158	0.8421052631578947	0.8486842105263158	0.9276315789473685	0.9144736842105263	0.9210526315789473	0.9144736842105263	0.9210526315789473	0.9276315789473685	0.9210526315789473	0.9276315789473685	0.868421052631579	0.875	0.881578947368421	0.868421052631579	0.8486842105263158	0.8552631578947368	0.875	0.8552631578947368	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9802631578947368	0.8486842105263158	0.8355263157894737	0.8355263157894737	0.8421052631578947	0.8486842105263158	0.8092105263157895	0.7960526315789473	0.8092105263157895	0.7894736842105263	0.8157894736842105	0.8092105263157895	0.8618421052631579	0.8223684210526315	0.8223684210526315	0.8026315789473685	0.8289473684210527	0.8026315789473685	0.8289473684210527	0.8092105263157895	0.8157894736842105	0.881578947368421	0.8421052631578947	0.8486842105263158	0.8421052631578947	0.8486842105263158	0.8486842105263158	0.9802631578947368	0.9736842105263158	0.9802631578947368	0.8486842105263158	0.8486842105263158	0.8421052631578947	0.8486842105263158	0.9473684210526315	0.7894736842105263	0.7894736842105263	0.7960526315789473	0.8026315789473685	0.8157894736842105	0.7894736842105263	0.9736842105263158	0.9539473684210527	0.8552631578947368	0.881578947368421	0.881578947368421	0.868421052631579	0.8618421052631579	0.9868421052631579	0.9671052631578947	0.9605263157894737	0.8552631578947368	0.875	0.868421052631579	0.868421052631579	0.9078947368421053	0.9736842105263158	0.8486842105263158	0.9736842105263158	0.9802631578947368	0.8421052631578947	0.8421052631578947	0.8421052631578947	0.8486842105263158	0.8552631578947368	0.9671052631578947	0.9802631578947368	0.9605263157894737	0.9736842105263158	0.8486842105263158	0.0	0.7894736842105263	0.75	0.7631578947368421	0.756578947368421	0.9605263157894737	0.8486842105263158	0.8157894736842105	0.8289473684210527	0.8223684210526315	0.8157894736842105	0.8355263157894737	0.8223684210526315	0.8223684210526315	0.8421052631578947	0.8157894736842105	0.9802631578947368	0.9802631578947368
Tsinit2	0.9539473684210527	0.7894736842105263	0.7828947368421053	0.7763157894736842	0.7894736842105263	0.7894736842105263	0.7828947368421053	0.9736842105263158	0.868421052631579	1.0	0.9736842105263158	0.9539473684210527	0.875	0.9736842105263158	0.9802631578947368	0.9736842105263158	0.993421052631579	0.9539473684210527	0.9736842105263158	1.0	0.9539473684210527	0.9802631578947368	0.868421052631579	0.8289473684210527	1.0	1.0	0.8618421052631579	0.8157894736842105	0.9802631578947368	0.8355263157894737	0.8355263157894737	0.8355263157894737	0.8355263157894737	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.9342105263157895	0.9407894736842105	0.9407894736842105	0.9407894736842105	0.9342105263157895	0.9342105263157895	0.9342105263157895	0.9407894736842105	0.881578947368421	0.8881578947368421	0.881578947368421	0.868421052631579	0.8618421052631579	0.8552631578947368	0.875	0.8618421052631579	0.9802631578947368	0.9802631578947368	0.9736842105263158	0.9802631578947368	0.8552631578947368	0.8421052631578947	0.8355263157894737	0.8421052631578947	0.8486842105263158	0.8092105263157895	0.8092105263157895	0.8157894736842105	0.8026315789473685	0.8289473684210527	0.8223684210526315	0.868421052631579	0.8355263157894737	0.8289473684210527	0.8157894736842105	0.8355263157894737	0.8092105263157895	0.8289473684210527	0.8092105263157895	0.8223684210526315	0.881578947368421	0.8486842105263158	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.9802631578947368	0.9802631578947368	0.9802631578947368	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.8552631578947368	0.9407894736842105	0.8092105263157895	0.8092105263157895	0.8157894736842105	0.8092105263157895	0.8157894736842105	0.8092105263157895	0.9802631578947368	0.9671052631578947	0.8618421052631579	0.868421052631579	0.881578947368421	0.868421052631579	0.875	0.9802631578947368	0.9605263157894737	0.9671052631578947	0.8618421052631579	0.875	0.868421052631579	0.881578947368421	0.9210526315789473	0.9868421052631579	0.8618421052631579	0.9802631578947368	0.9736842105263158	0.8421052631578947	0.8486842105263158	0.8486842105263158	0.8421052631578947	0.8486842105263158	0.9802631578947368	0.9868421052631579	0.9736842105263158	0.9868421052631579	0.8552631578947368	0.7894736842105263	0.0	0.7697368421052632	0.7828947368421053	0.7763157894736842	0.9736842105263158	0.8486842105263158	0.8223684210526315	0.8289473684210527	0.8355263157894737	0.8289473684210527	0.8355263157894737	0.8355263157894737	0.8355263157894737	0.8355263157894737	0.8223684210526315	0.9868421052631579	0.9802631578947368
Tsinit3	0.9210526315789473	0.7631578947368421	0.7697368421052632	0.75	0.756578947368421	0.7631578947368421	0.75	0.9605263157894737	0.8421052631578947	1.0	0.9605263157894737	0.9407894736842105	0.8618421052631579	0.9605263157894737	0.9671052631578947	0.9605263157894737	0.9868421052631579	0.9473684210526315	0.9605263157894737	1.0	0.9473684210526315	0.9736842105263158	0.8421052631578947	0.7960526315789473	1.0	1.0	0.8289473684210527	0.7828947368421053	0.9736842105263158	0.8026315789473685	0.8026315789473685	0.8092105263157895	0.8026315789473685	0.8289473684210527	0.8289473684210527	0.8355263157894737	0.8421052631578947	0.8421052631578947	0.8421052631578947	0.9144736842105263	0.9144736842105263	0.9210526315789473	0.9144736842105263	0.9144736842105263	0.9210526315789473	0.9144736842105263	0.9210526315789473	0.8421052631578947	0.8618421052631579	0.8552631578947368	0.8486842105263158	0.8289473684210527	0.8223684210526315	0.8552631578947368	0.8223684210526315	0.9671052631578947	0.9671052631578947	0.9671052631578947	0.9736842105263158	0.8421052631578947	0.8289473684210527	0.8223684210526315	0.8289473684210527	0.8355263157894737	0.7960526315789473	0.7828947368421053	0.7960526315789473	0.7763157894736842	0.7960526315789473	0.7828947368421053	0.8421052631578947	0.7894736842105263	0.8026315789473685	0.7894736842105263	0.8223684210526315	0.7894736842105263	0.8157894736842105	0.7960526315789473	0.8026315789473685	0.875	0.8157894736842105	0.8289473684210527	0.8289473684210527	0.8289473684210527	0.8223684210526315	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.8289473684210527	0.8289473684210527	0.8223684210526315	0.8289473684210527	0.9210526315789473	0.7763157894736842	0.7763157894736842	0.7828947368421053	0.7894736842105263	0.7960526315789473	0.7697368421052632	0.9605263157894737	0.9407894736842105	0.8355263157894737	0.8552631578947368	0.8618421052631579	0.8421052631578947	0.8355263157894737	0.9802631578947368	0.9539473684210527	0.9605263157894737	0.8355263157894737	0.8486842105263158	0.8486842105263158	0.8421052631578947	0.881578947368421	0.9736842105263158	0.8223684210526315	0.9671052631578947	0.9671052631578947	0.8289473684210527	0.8289473684210527	0.8289473684210527	0.8355263157894737	0.8355263157894737	0.9671052631578947	0.9802631578947368	0.9605263157894737	0.9736842105263158	0.8355263157894737	0.75	0.7697368421052632	0.0	0.75	0.7236842105263158	0.9539473684210527	0.8421052631578947	0.8092105263157895	0.8157894736842105	0.8092105263157895	0.8092105263157895	0.8223684210526315	0.7960526315789473	0.8092105263157895	0.8157894736842105	0.7894736842105263	0.9802631578947368	0.9802631578947368
Tsinit4	0.9210526315789473	0.7763157894736842	0.7894736842105263	0.7697368421052632	0.7631578947368421	0.7763157894736842	0.756578947368421	0.9605263157894737	0.8486842105263158	1.0	0.9605263157894737	0.9407894736842105	0.8618421052631579	0.9605263157894737	0.9671052631578947	0.9605263157894737	0.9868421052631579	0.9407894736842105	0.9605263157894737	1.0	0.9473684210526315	0.9736842105263158	0.8355263157894737	0.8092105263157895	1.0	1.0	0.8223684210526315	0.7894736842105263	0.9736842105263158	0.8223684210526315	0.8289473684210527	0.8355263157894737	0.8223684210526315	0.8355263157894737	0.8355263157894737	0.8552631578947368	0.8618421052631579	0.8486842105263158	0.8552631578947368	0.9276315789473685	0.9210526315789473	0.9276315789473685	0.9210526315789473	0.9210526315789473	0.9276315789473685	0.9210526315789473	0.9276315789473685	0.8486842105263158	0.8618421052631579	0.868421052631579	0.8486842105263158	0.8223684210526315	0.8289473684210527	0.8618421052631579	0.8486842105263158	0.9736842105263158	0.9736842105263158	0.9671052631578947	0.9802631578947368	0.8552631578947368	0.8421052631578947	0.8355263157894737	0.8486842105263158	0.8421052631578947	0.8092105263157895	0.7894736842105263	0.8026315789473685	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.8421052631578947	0.8026315789473685	0.7960526315789473	0.8026315789473685	0.8289473684210527	0.8026315789473685	0.8223684210526315	0.8092105263157895	0.8157894736842105	0.881578947368421	0.8355263157894737	0.8421052631578947	0.8421052631578947	0.8289473684210527	0.8289473684210527	0.9736842105263158	0.9736842105263158	0.9802631578947368	0.8355263157894737	0.8355263157894737	0.8157894736842105	0.8355263157894737	0.9276315789473685	0.7960526315789473	0.7960526315789473	0.8026315789473685	0.8092105263157895	0.8223684210526315	0.7960526315789473	0.9671052631578947	0.9473684210526315	0.8421052631578947	0.8618421052631579	0.8618421052631579	0.8486842105263158	0.8552631578947368	0.9802631578947368	0.9605263157894737	0.9605263157894737	0.8421052631578947	0.8552631578947368	0.8486842105263158	0.8552631578947368	0.8881578947368421	0.9736842105263158	0.8223684210526315	0.9736842105263158	0.9736842105263158	0.8486842105263158	0.8355263157894737	0.8355263157894737	0.8486842105263158	0.8618421052631579	0.9671052631578947	0.9802631578947368	0.9605263157894737	0.9736842105263158	0.8486842105263158	0.7631578947368421	0.7828947368421053	0.75	0.0	0.756578947368421	0.9605263157894737	0.8486842105263158	0.8223684210526315	0.8223684210526315	0.8157894736842105	0.8289473684210527	0.8355263157894737	0.8157894736842105	0.8157894736842105	0.8289473684210527	0.8092105263157895	0.9802631578947368	0.9802631578947368
